         1              2          3        4     5      6     7      8     9     10    11     12    13     14     15     16     17      18     19       20    21     22     23    24     25    26     27    28     29   30   31      32   33 34 35 36      37     38 39 40 41 42 43 44   45    46    47    48   49  50 51   52   53       54    55 56 57 58 59 60 61    62    63     64    65     66    67     68    69     70    71             72                   73                74
      SDSS J          R.A. (2000)  Dec.     z         u            g            r            i            z        A_u  log NH  FIRST    S/N    "      ROSAT   S/N    "      2MASS J      2MASS H      2MASS K      "   Flg   M_i   D(g-i) Mp SP Bl Um  BEST Flag  Lz Hz FT RT Sr St Gx  Run  R_MJD S_MJD Plate Fib Prs Col Frm  Obj TARGET Flag Lz Hz FT RT Sr St Gx   u_TARGET     g_TARGET     r_TARGET     i_TARGET     z_TARGET          BestObjID            SpecObjID         Other Name
015717.53+131226.4  29.323047  13.207357 1.3479 19.108 0.032 18.875 0.014 18.610 0.023 18.518 0.029 18.539 0.036  0.276 20.723 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000 16.366 0.221  0.000 0.000  0.000  6 -26.033  0.017  0  1  1  0     1048578  1  0  0  0  1  0  0  1043 51465 51900  427  261  40  2  192   19     1179652  1  0  0  0  1  1  0 19.055 0.021 18.878 0.007 18.644 0.008 18.552 0.010 18.571 0.033   587724232109064211   120412724952825856 SDSS J015717.52+131226.4 
015717.74+004108.3  29.323917   0.685666 0.3894 20.134 0.042 19.744 0.033 19.613 0.021 19.232 0.022 18.762 0.036  0.147 20.400  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 15.631 0.220  0.000  2 -22.265  0.367  1  1  1  0    33554432  0  0  0  0  0  0  0  2738 52234 51871  403  488  40  5  114  160     1048580  1  0  0  0  1  0  0 19.928 0.035 19.503 0.011 19.215 0.011 18.999 0.015 18.545 0.037   587731513684132000   113657201909825536 SDSS J015717.73+004108.3 
015718.93+005028.4  29.328882   0.841239 2.7620 21.498 0.140 20.207 0.024 20.090 0.025 19.893 0.030 19.703 0.074  0.143 20.405  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.255  0.130  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 54478 2866  381  41  6  304  111    33554432  0  0  0  0  0  0  0 21.079 0.083 20.067 0.016 19.964 0.020 19.867 0.031 19.721 0.102   588015510355968111   806941266079121408 SDSS J015718.92+005028.4 
015720.02+145452.2  29.333423  14.914522 1.1771 19.385 0.034 19.512 0.018 19.209 0.025 19.156 0.023 19.216 0.066  0.312 20.712 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.086  0.009  0  1  1  0     1048578  1  0  0  0  1  0  0  1043 51465 51877  430  608  40  6  190  127     1179652  1  0  0  0  1  1  0 19.331 0.023 19.468 0.010 19.163 0.012 18.969 0.016 19.180 0.062   587724234256416895   121257052554133504 SDSS J015720.02+145452.1 
015720.27-093809.1  29.334464  -9.635872 1.6494 19.305 0.044 19.202 0.035 19.189 0.018 18.917 0.024 19.122 0.066  0.115 20.324  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.044  0.012  0  1  1  0           0  0  0  0  0  0  0  0  1741 51814 52149  666  298  40  2   56   96           4  1  0  0  0  0  0  0 19.309 0.037 19.207 0.015 19.192 0.019 18.920 0.034 19.101 0.065   587727229987324000   187686313988718592 SDSS J015720.27-093809.1 
015722.82-004254.3  29.345087  -0.715101 0.7699 19.893 0.044 19.532 0.024 19.410 0.030 19.440 0.024 19.217 0.046  0.135 20.405  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.705  0.103  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52933 1075  208  41  2  304   64    34603008  0  0  0  0  1  0  0 19.893 0.044 19.532 0.024 19.410 0.030 19.440 0.024 19.217 0.046   588015508208484416   302812946340249600 SDSS J015722.81-004254.3 
015726.49-001222.0  29.360403  -0.206136 1.1687 21.403 0.112 20.878 0.045 20.437 0.039 20.371 0.036 20.134 0.096  0.143 20.394 16.012   9.346  0.392  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.786  0.214  0  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 52933 1075  234  40  3  114  296    33554432  0  0  0  0  0  0  0 21.403 0.112 20.878 0.045 20.437 0.039 20.371 0.036 20.134 0.096   587731512610390312   302812946449301504 SDSS J015726.49-001222.0 
015727.21-082610.0  29.363391  -8.436136 0.8228 19.404 0.043 19.182 0.015 19.118 0.034 19.189 0.029 19.136 0.064  0.129 20.312  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.115  0.010  0  1  1  0    34603008  0  0  0  0  1  0  0  1741 51814 52149  666  344  40  5   56   91     1048580  1  0  0  0  1  0  0 19.399 0.033 19.184 0.018 19.156 0.012 19.200 0.030 19.153 0.064   587727231597936731   187686314181656576 SDSS J015727.21-082610.0 
015729.79+000233.8  29.374140   0.042732 3.6138 23.578 0.743 20.161 0.022 19.134 0.018 18.987 0.018 19.050 0.049  0.155 20.391  0.000   0.000  0.000  -9.000  0.000  0.000 17.126 0.264  0.000 0.000  0.000 0.000  0.000 18 -27.756  0.044  0  0  1  0           1  0  1  0  0  0  0  0  3325 52522 52199  700  621  41  4  304  111           1  0  1  0  0  0  0  0 23.578 0.743 20.161 0.022 19.134 0.018 18.987 0.018 19.050 0.049   588015509282226287   197256679300005888 SDSS J015729.79+000233.8 
015733.87-004824.4  29.391151  -0.806804 1.5452 18.865 0.024 18.496 0.022 18.414 0.029 18.164 0.020 18.231 0.026  0.131 20.408  0.000   0.000  0.000  -9.000  0.000  0.000 16.797 0.141 16.553 0.186 15.870 0.237  0.028 14 -26.651  0.004  0  1  1  0           2  1  0  0  0  0  0  0  3325 52522 51871  403  213  41  2  304   21     1179652  1  0  0  0  1  1  0 18.144 0.013 17.975 0.005 17.964 0.005 17.809 0.006 17.998 0.020   588015508208484373   113657200756391936 SDSS J015733.87-004824.4 
015734.24+003405.5  29.392687   0.568216 1.0834 18.913 0.026 18.869 0.018 18.548 0.015 18.486 0.024 18.584 0.032  0.138 20.401  0.000   0.000  0.000  -9.000  0.000  0.000 17.011 0.176 16.430 0.256 15.858 0.243  0.402 13 -25.487  0.174  0  1  1  0     1048578  1  0  0  0  1  0  0  3325 52522 51871  403  497  41  5  304   82     1048580  1  0  0  0  1  0  0 18.811 0.019 18.912 0.008 18.548 0.007 18.506 0.010 18.510 0.028   588015509819097170   113657201947574272 SDSS J015734.23+003405.5 
015738.10+130931.4  29.408753  13.158735 0.2208 18.980 0.031 18.642 0.013 18.254 0.023 17.780 0.028 17.623 0.022  0.278 20.724 -1.000   0.000  0.000  -9.000  0.000  0.000 15.977 0.093 15.505 0.151 14.344 0.073  0.297 13 -22.421  0.214  1  1  1  0          66  1  0  0  0  0  0  1  1043 51465 51900  427  276  40  2  192   89          68  1  0  0  0  0  0  1 18.918 0.019 18.640 0.007 18.263 0.008 17.783 0.006 17.687 0.016   587724232109064281   120412725015740416 2MASX J01573810+1309315  
015741.57-010629.6  29.423215  -1.108243 3.5645 23.882 1.024 19.198 0.050 18.240 0.021 18.062 0.029 18.022 0.030  0.142 20.413  0.000   0.000  0.000  -9.000  0.000  0.000 16.612 0.108 16.151 0.136 15.434 0.151  0.193 13 -28.646  0.081  0  1  1  0           3  1  1  0  0  0  0  0  3325 52522 51871  403  203  41  1  304  173           5  1  1  0  0  0  0  0 22.674 0.349 18.953 0.009 18.030 0.005 17.935 0.007 17.885 0.019   588015507671613613   113657200714448896 SDSS J015741.56-010629.6 
015744.88-010507.0  29.437013  -1.085300 1.6637 21.178 0.096 21.128 0.063 20.863 0.041 20.509 0.059 20.677 0.152  0.138 20.413  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.481  0.354  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52941 1505  245  41  1  304  347    33554432  0  0  0  0  0  0  0 21.178 0.096 21.128 0.063 20.863 0.041 20.509 0.059 20.677 0.152   588015507671613787   423847220840759296 SDSS J015744.88-010507.0 
015748.91-002004.5  29.453795  -0.334611 1.3930 20.591 0.062 20.440 0.022 20.184 0.025 20.167 0.036 20.196 0.103  0.123 20.405  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.400 -0.037  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52933 1075  221  41  3  304  159    34603008  0  0  0  0  1  0  0 20.591 0.062 20.440 0.022 20.184 0.025 20.167 0.036 20.196 0.103   588015508745355423   302812946394775552 SDSS J015748.91-002004.5 
015750.21-000436.3  29.459215  -0.076758 2.3846 21.606 0.128 21.108 0.055 20.474 0.029 20.402 0.038 20.213 0.105  0.150 20.401  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.420  0.690  0  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 52941 1505  196  40  3  115  178    33554432  0  0  0  0  0  0  0 21.606 0.128 21.108 0.055 20.474 0.029 20.402 0.038 20.213 0.105   587731512610455730   423847220635238400 SDSS J015750.20-000436.3 
015751.96-084312.0  29.466540  -8.720005 1.5861 19.319 0.040 19.125 0.039 19.034 0.040 18.803 0.019 18.841 0.060  0.133 20.316  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.074  0.017  0  1  1  0     1048578  1  0  0  0  1  0  0  1741 51814 52149  666  391  40  4   57   38           4  1  0  0  0  0  0  0 19.321 0.036 19.126 0.018 19.034 0.017 18.785 0.014 18.859 0.059   587727231061131302   187686314378788864 SDSS J015751.96-084312.0 
015757.27-002541.7  29.488631  -0.428259 0.7031 19.956 0.051 19.628 0.025 19.554 0.022 19.413 0.017 19.264 0.051  0.128 20.408  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.509  0.197  0  0  1  0    34603008  0  0  0  0  1  0  0  2738 52234 52199  700   61  40  2  115  119     1048576  0  0  0  0  1  0  0 20.193 0.045 19.787 0.014 19.706 0.015 19.479 0.020 19.581 0.089   587731512073584759   197256676951195648 SDSS J015757.27-002541.7 
015759.98-000405.1  29.499958  -0.068087 1.0872 20.570 0.057 20.458 0.049 20.068 0.023 20.041 0.033 19.899 0.081  0.146 20.405  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.943  0.201  0  0  1  0    34603008  0  0  0  0  1  0  0  2738 52234 52933 1075  197  40  3  115  223    34603008  0  0  0  0  1  0  0 20.570 0.057 20.458 0.049 20.068 0.023 20.041 0.033 19.899 0.081   587731512610455775   302812946294112256 SDSS J015759.98-000405.0 
015800.42+001357.0  29.501777   0.232521 2.1282 20.218 0.051 20.264 0.024 20.265 0.024 20.145 0.031 19.964 0.096  0.139 20.401  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.414 -0.045  0  0  1  0    34603008  0  0  0  0  1  0  0  2738 52234 52933 1075  422  40  4  115  141    34603008  0  0  0  0  1  0  0 20.218 0.051 20.264 0.024 20.265 0.024 20.145 0.031 19.964 0.096   587731513147326605   302812947237830656 SDSS J015800.42+001357.0 
015800.45-003304.6  29.501880  -0.551297 0.8434 20.831 0.089 20.476 0.031 20.400 0.030 20.426 0.031 20.039 0.089  0.133 20.410  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -22.940  0.028  0  0  1  0    34603008  0  0  0  0  1  0  0  2738 52234 52941 1505  174  40  2  115  149    34603008  0  0  0  0  1  0  0 20.831 0.089 20.476 0.031 20.400 0.030 20.426 0.031 20.039 0.089   587731512073584789   423847220542963712 SDSS J015800.45-003304.6 
015801.49-004112.2  29.506235  -0.686726 0.7443 20.094 0.051 19.846 0.037 19.898 0.039 19.923 0.030 19.685 0.065  0.141 20.412  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.142 -0.066  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52941 1505  175  41  2  305  112    34603008  0  0  0  0  1  0  0 20.094 0.051 19.846 0.037 19.898 0.039 19.923 0.030 19.685 0.065   588015508208550000   423847220547158016 SDSS J015801.49-004112.1 
015802.24-002230.1  29.509346  -0.375037 2.0952 20.330 0.052 20.220 0.022 20.244 0.028 20.101 0.031 20.107 0.095  0.123 20.408  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.416 -0.045  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52933 1075  184  41  3  305  165    34603008  0  0  0  0  1  0  0 20.330 0.052 20.220 0.022 20.244 0.028 20.101 0.031 20.107 0.095   588015508745420965   302812946239586304 SDSS J015802.24-002230.1 
015802.42+000540.0  29.510105   0.094450 0.9603 20.828 0.080 20.286 0.027 19.853 0.022 19.749 0.029 19.641 0.078  0.150 20.405  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.938  0.394  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 54478 2866  457  41  4  305  124    33554432  0  0  0  0  0  0  0 20.970 0.093 20.254 0.019 19.774 0.018 19.670 0.023 19.622 0.094   588015509282291836   806941266397888512 SDSS J015802.42+000540.0 
015804.14-084321.3  29.517291  -8.722609 1.1119 18.441 0.029 18.212 0.038 18.055 0.039 18.087 0.015 18.148 0.037  0.133 20.316  0.000   0.000  0.000  -9.000  0.000  0.000 17.237 0.290  0.000 0.000  0.000 0.000  0.000 18 -25.946 -0.100  0  1  1  0     1048578  1  0  0  0  1  0  0  1741 51814 52149  666  393  40  4   57   51     1048580  1  0  0  0  1  0  0 18.448 0.022 18.218 0.016 18.071 0.014 18.074 0.010 18.153 0.035   587727231061131315   187686314387177472 SDSS J015804.14-084321.3 
015805.12-003744.3  29.521358  -0.628999 0.5846 21.067 0.106 20.397 0.032 20.409 0.030 20.041 0.024 19.841 0.077  0.136 20.412  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000 17.013 0.327 16.091 0.281  0.000  8 -22.435  0.245  1  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 52933 1075  121  40  2  115  158    33554432  0  0  0  0  0  0  0 21.067 0.106 20.397 0.032 20.409 0.030 20.041 0.024 19.841 0.077   587731512073584798   302812945975345152 SDSS J015805.12-003744.3 
015805.65-005404.6  29.523571  -0.901283 1.0265 20.177 0.045 19.927 0.029 19.637 0.025 19.639 0.027 19.751 0.072  0.131 20.415  0.000   0.000  0.000  -9.000  0.000  0.000 17.558 0.313  0.000 0.000  0.000 0.000  0.000 18 -24.201  0.116  0  0  1  0    34603008  0  0  0  0  1  0  0  2738 52234 52179  701  300  40  1  115  155    34603008  0  0  0  0  1  0  0 20.177 0.045 19.927 0.029 19.637 0.025 19.639 0.027 19.751 0.072   587731511536713883   197538067030999040 SDSS J015805.65-005404.6 
015808.17+000818.0  29.534081   0.138336 0.5862 21.088 0.097 20.670 0.030 20.390 0.028 19.949 0.032 19.812 0.090  0.146 20.407  0.000   0.000  0.000  -9.000  0.000  0.000 17.575 0.314  0.000 0.000  0.000 0.000  0.000 18 -22.537  0.609  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52933 1075  471  41  4  305  134    33554432  0  0  0  0  0  0  0 21.088 0.097 20.670 0.030 20.390 0.028 19.949 0.032 19.812 0.090   588015509282291846   302812947443351552 SDSS J015808.17+000818.0 
015808.61+141658.1  29.535894  14.282812 0.9301 20.635 0.058 20.156 0.031 19.793 0.025 19.861 0.031 19.573 0.067  0.278 20.716 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.801  0.165  0  1  1  0    33554432  0  0  0  0  0  0  0  1035 51464 51900  427  333  40  5  156  208    34603008  0  0  0  0  1  0  0 20.558 0.056 20.132 0.018 19.788 0.018 19.863 0.027 19.556 0.066   587724199357579472   120412725254815744 SDSS J015808.61+141658.1 
015809.37+002927.9  29.539064   0.491093 0.8458 20.982 0.079 20.476 0.033 20.232 0.026 20.129 0.033 19.770 0.073  0.136 20.413  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.245  0.325  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52941 1505  463  41  5  305  132    33554432  0  0  0  0  0  0  0 20.982 0.079 20.476 0.033 20.232 0.026 20.129 0.033 19.770 0.073   588015509819162756   423847221755117568 SDSS J015809.37+002927.9 
015810.76-090046.8  29.544851  -9.013012 1.6095 19.478 0.034 19.261 0.027 19.121 0.023 18.848 0.018 18.807 0.050  0.119 20.318  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.057  0.121  0  1  1  0     1048578  1  0  0  0  1  0  0  1729 51813 52149  666  228  40  4  277   29     1048580  1  0  0  0  1  0  0 19.410 0.030 19.244 0.020 19.128 0.023 18.835 0.019 18.779 0.050   587727179535941661   187686313695117312 SDSS J015810.76-090046.8 
015810.77+001440.9  29.544915   0.244701 2.1414 21.319 0.112 20.664 0.028 20.530 0.028 20.401 0.036 20.195 0.115  0.139 20.407  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000 16.742 0.294  0.000 0.000  0.000  6 -25.172  0.115  0  0  1  0           0  0  0  0  0  0  0  0  2738 52234 52941 1505  471  40  4  115  159           0  0  0  0  0  0  0  0 21.319 0.112 20.664 0.028 20.530 0.028 20.401 0.036 20.195 0.115   587731513147326623   423847221788672000 SDSS J015810.77+001440.9 
015815.07-082129.4  29.562810  -8.358191 2.3166 20.071 0.066 19.259 0.033 19.399 0.032 19.242 0.027 19.164 0.062  0.134 20.312  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.508 -0.037  0  1  1  0   537927680  0  0  0  0  1  1  0  1741 51814 52149  666  388  40  5   58  110     1048580  1  0  0  0  1  0  0 19.896 0.050 19.271 0.015 19.393 0.026 19.248 0.030 19.150 0.061   587727231598067822   187686314366205952 SDSS J015815.07-082129.4 
015815.47-091542.8  29.564494  -9.261909 2.1376 19.756 0.050 19.518 0.024 19.330 0.029 19.275 0.026 19.018 0.059  0.134 20.320  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.292  0.098  0  1  1  0    34603008  0  0  0  0  1  0  0  1741 51814 52168  665   35  40  3   57  137     1048580  1  0  0  0  1  0  0 19.699 0.043 19.486 0.019 19.324 0.015 19.222 0.025 18.922 0.061   587727230524260489   187404919513284608 SDSS J015815.47-091542.8 
015815.68+133934.7  29.565370  13.659664 1.9273 19.716 0.030 19.740 0.018 19.810 0.032 19.431 0.027 19.419 0.068  0.258 20.722 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.949  0.026  0  1  1  0    34603008  0  0  0  0  1  0  0  1043 51465 51900  427  399  40  3  193   28    34603008  0  0  0  0  1  0  0 19.766 0.027 19.771 0.012 19.868 0.017 19.451 0.018 19.431 0.066   587724232646000668   120412725531639808 SDSS J015815.67+133934.8 
015817.58-100304.0  29.573267 -10.051137 2.1406 18.789 0.031 18.511 0.031 18.280 0.015 18.232 0.021 18.021 0.032  0.115 20.312  0.000   0.000  0.000  -9.000  0.000  0.000 16.987 0.268  0.000 0.000  0.000 0.000  0.000 18 -27.331  0.139  0  1  1  0     1048578  1  0  0  0  1  0  0  1741 51814 52149  666  289  40  1   57   19     1048580  1  0  0  0  1  0  0 18.692 0.022 18.486 0.011 18.294 0.010 18.248 0.015 17.986 0.025   587727229450518547   187686313950969856 SDSS J015817.58-100304.0 
015817.72-100339.7  29.573872 -10.061047 1.5674 19.508 0.042 19.202 0.032 19.115 0.019 18.935 0.024 18.911 0.057  0.114 20.312  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.906 -0.040  0  1  1  0     1048578  1  0  0  0  1  0  0  1741 51814 52168  665   13  40  1   57   76     1048580  1  0  0  0  1  0  0 19.426 0.036 19.173 0.014 19.128 0.016 18.951 0.020 18.882 0.054   587727229450518604   187404919421009920 SDSS J015817.72-100339.6 
015819.77-001222.0  29.582377  -0.206139 3.3017 21.082 0.087 18.994 0.036 18.670 0.030 18.631 0.024 18.596 0.037  0.138 20.413  0.000   0.000  0.000  -9.000  0.000  0.000 17.076 0.250  0.000 0.000 15.708 0.231  0.000 20 -27.909 -0.104  0  1  1  0           3  1  1  0  0  0  0  0  2738 52234 51871  403  152  40  3  116  123           5  1  1  0  0  0  0  0 21.238 0.116 18.922 0.008 18.631 0.008 18.592 0.010 18.589 0.031   587731512610521211   113657200500539392 SDSS J015819.76-001222.0 
015820.99+005742.9  29.587481   0.961940 1.6280 20.499 0.067 20.388 0.028 20.235 0.025 19.958 0.031 19.983 0.098  0.135 20.428  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.981  0.155  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52933 1075  409  41  6  305  173    34603008  0  0  0  0  1  0  0 20.499 0.067 20.388 0.028 20.235 0.025 19.958 0.031 19.983 0.098   588015510356033709   302812947183304704 SDSS J015820.99+005742.9 
015822.57-002403.6  29.594056  -0.401016 1.6248 21.101 0.091 20.593 0.027 20.077 0.026 19.653 0.025 19.437 0.056  0.120 20.415  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.275  0.664  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 53678 2065  194  41  3  305  218           0  0  0  0  0  0  0  0 20.837 0.083 20.518 0.024 20.023 0.021 19.630 0.022 19.402 0.060   588015508745421018   581476372975714304 SDSS J015822.57-002403.6 
015822.69-004122.9  29.594572  -0.689716 1.9387 20.717 0.079 20.670 0.042 20.745 0.048 20.396 0.039 20.096 0.091  0.134 20.417  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.947  0.034  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52199  700    1  41  2  305  193    34603008  0  0  0  0  1  0  0 20.628 0.075 20.400 0.025 20.528 0.036 20.215 0.039 19.998 0.112   588015508208550081   197256676699537408 SDSS J015822.69-004122.9 
015822.92-102211.6  29.595511 -10.369905 1.8431 19.331 0.029 19.242 0.023 19.159 0.022 18.875 0.023 18.844 0.052  0.113 20.297  0.000   0.000  0.000  -9.000  0.000  0.000 17.284 0.318  0.000 0.000 16.204 0.313  0.000 20 -26.343  0.091  0  1  1  0     1048579  1  1  0  0  1  0  0  1729 51813 52168  665    2  40  1  277   22     1048580  1  0  0  0  1  0  0 19.326 0.027 19.251 0.018 19.177 0.017 18.892 0.015 18.847 0.050   587727177925328918   187404919374872576 SDSS J015822.92-102211.5 
015823.98+131224.1  29.599930  13.206715 1.1561 20.527 0.061 20.407 0.025 20.061 0.033 20.049 0.040 20.172 0.133  0.288 20.728 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.140  0.050  0  1  1  0    34603008  0  0  0  0  1  0  0  1043 51465 51900  427  228  40  2  193  176    34603008  0  0  0  0  1  0  0 20.497 0.058 20.411 0.021 20.105 0.022 20.087 0.030 20.173 0.132   587724232109129904   120412724814413824 SDSS J015823.97+131224.1 
